Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,
Belgium,BEL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11715.8268363285,12258.2997442373,12845.9668652549,13305.1271367531,14096.6676916521,14466.6269342815,14822.7175245478,15310.6184988568,15890.1322014885,16895.704839012,17951.3223757272,18632.8422933665,19542.8867391462,20724.7405753826,21602.8018308189,21116.9915506255,22270.8535641559,22382.648446366,22997.2737603991,23514.5117930815,24532.4569582102,24464.5869932428,24616.83722877,24695.5649688117,25305.0320542767,25715.3579688704,26174.7550878409,26755.6980811501,27930.4858968463,28794.6548841575,29609.6207516724,30040.5508404095,30376.8745342462,29967.3944241601,30839.2414336465,31508.622663522,31862.6693868132,32991.5010116146,33566.9875919507,34676.6051555263,35878.3153586195,36148.2880924306,36600.862592332,36826.2699296094,37976.6972967442,38645.2605193362,39371.0858277448,40520.0843207009,40380.9075004042,39293.637546825,39991.5646206286,40236.9596308558,40074.492800399,40007.8997891411,40533.9135027898,40893.804537772,41172.8862831209,41619.328629169,42208.3625650272,43006.4042308863,40769.0218072962,43140.9676652971,44486.7438563594,44866.1935177304,45045.6601021398,
Benin,BEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,655.913007563868,665.431250366532,631.42071510316,649.260123067951,679.356446871351,701.332145059658,711.858170524999,704.838581809146,716.640156003181,721.532496801575,720.605098618137,694.034044850035,721.876315776552,731.313119718855,737.948326243781,684.962291595042,674.040866533898,689.858786250037,680.651097993039,706.10443231183,733.490637341118,783.925193667226,778.638765032765,723.483520668885,758.361165674301,791.727164830118,785.143070110497,750.403840602099,752.704034985609,709.188907710243,749.459666582926,757.403145107877,756.080888165851,765.479914438342,752.277508740764,781.0647884601,793.7950526962,814.901395438676,821.459971433599,838.976786975768,861.213292013209,879.854463773645,893.137100961634,896.146763201736,907.624431209378,893.91536869992,900.62053578735,926.740113754071,943.203380303862,936.565651071554,928.246655329144,927.716412836707,943.918771531001,982.399206290516,1014.4330062135,1002.41886879614,1006.03926633023,1032.90471194182,1071.50452156932,1114.17304526443,1126.65404122154,1176.37727637273,1218.49668929091,1263.62158336368,1324.78312597434,
Burkina Faso,BFA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,244.167257873365,250.394091012667,261.880916903197,254.731183016035,256.568911549561,262.001316967784,259.130285238002,277.313189171404,280.960315015046,281.73763833434,277.184105813715,276.290476527029,277.846496112942,274.152506421818,291.303145502961,294.050755641012,312.385989060691,306.319820987094,312.546378441226,315.71696837442,309.805283645997,314.286582559959,334.96046501527,326.730273513319,311.788334185274,328.715164630481,344.993912306641,334.888996959212,344.904464201203,343.089820260752,332.153276660935,353.206720757378,345.401816823349,348.581211032689,344.371184069503,354.841188502861,383.973583031147,397.838955257373,415.273513470241,433.104727597234,428.309796566198,442.914122870048,448.128856317091,468.263047790124,474.086412333459,499.192797571217,514.113131757062,519.26101218434,533.471299938288,533.470084831931,561.847221302489,581.603658737407,600.731343697818,616.741331164082,624.576885187665,630.124750752312,648.420480176012,669.276310328333,694.492813126351,717.021595096634,713.8421779224,745.472563435144,740.306319930259,745.405334618409,763.833733522408,
Bangladesh,BGD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,429.398700910166,442.754802776645,453.534880895558,438.497510023828,472.526377856783,466.297416230715,464.560595017134,442.631515109653,470.576662620963,462.973250718686,476.495758008963,442.581266509865,373.483189983357,375.01209712721,399.510508130505,373.260373696999,384.509552028714,385.08552032014,402.385595931712,411.669266520237,405.226770259517,423.537122867473,420.872004532951,425.646571168568,434.782351604307,438.382478828439,446.08025306417,452.659756923731,453.839236883479,457.254334777705,473.444821021085,480.673358976087,497.371173735323,511.193509421294,521.323144726555,537.931946643983,552.077107138767,566.271140847632,584.448175174047,600.232323162952,620.560472822105,641.288922876274,655.672139362272,676.826252046427,702.656357081873,739.203718353409,779.419570444998,825.508229964537,866.45815762135,901.729626251937,943.66422864236,995.579947155662,1050.39140404066,1103.15695907123,1159.40753475981,1224.38647668165,1299.83091360792,1373.75363740186,1462.25050255713,1564.20802445636,1604.6659234742,1702.08028414189,1804.3493461776,1885.37733613545,1941.27874360025,
Bulgaria,BGR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,3427.23932433699,3583.21792907603,3656.03945793725,3772.02807319112,3891.02829268415,3995.50058894761,4164.71967876517,4410.3803540944,4887.58751508558,4782.42174881699,4425.49968282931,4092.07948943814,3835.45438611097,3808.94320479934,3891.38240422337,4021.99523881227,4253.23463876922,3675.18080678785,3839.97681613318,3537.34544408687,3717.92889906166,3937.70160937785,4260.40477488601,4519.18439177056,4849.87141310477,5231.33811895255,5629.80127993005,6048.74231752797,6464.72198023576,6288.72543188686,6428.71742590538,6605.30851691027,6693.4277325127,6792.73549964735,6941.01853946718,7268.65445473873,7586.50411050819,7898.70693013652,8194.37434587757,8626.13418680372,8440.08304721192,9161.47737990726,9597.86796406548,9787.26510772747,10126.8980075708,
Bahrain,BHR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,17423.5246702283,17249.0124224571,18258.3131142924,19724.6516534591,20304.8174616131,17582.5754413652,21815.0764825317,23475.826642995,23251.0531134084,22978.2198018726,22551.9860925815,20521.425016103,18310.9908591644,18811.4380955493,19065.3191478664,17516.6361043991,17091.2903016984,18193.2073441956,18774.1395172075,18183.311929769,18345.8379968815,20882.5058640472,21701.2220342029,23858.1931245824,23180.3322555659,23465.7129170227,23795.2092538862,23893.1335655763,24386.5916523491,24773.8464104044,25407.9694054552,25106.2869742612,24149.0156013799,23857.6403579769,23688.1121059225,23439.6704353038,23095.0181330228,23112.4888058398,23127.2148040048,22206.9371985225,22224.0736166249,23288.0449398313,23894.8804447088,24271.6278814506,24135.4991304849,23734.0551143019,23715.2791328712,23606.8867501313,24059.7838641562,24873.6640060134,23586.9309581516,24086.7847803428,25234.40256182,25342.6226641572,25812.4504577306,
"Bahamas, The",BHS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,18778.6497346605,19781.7873694885,20778.7815847543,21844.5348354201,23039.9974219566,24337.3736096222,25358.8191829638,26526.5283459697,27437.8995482699,28576.3578705961,25941.4690195874,25551.8853149408,24004.4866448997,25212.0091300218,20522.7753040588,17106.220493493,17606.0848407141,18809.6241220619,21034.8433988653,26013.653376332,27191.4849967295,24256.2435568937,25450.8928287766,25926.3208882951,29104.9829954372,29993.35702923,30012.8270394236,30389.4797086293,30564.7731507657,32051.9777199439,30995.4830715942,29192.9942606391,27565.9784622985,27137.178342536,27503.6353912861,28236.3753765914,28967.0480464753,28902.571896854,29837.4381789441,31544.3540604454,32424.7271786716,32870.0918307285,33374.602685914,32559.311554898,32444.0739567569,33144.7878790275,33541.850748701,33549.3360007274,32331.8246135092,30581.3342198488,30657.4319059659,30492.6738528071,31553.4919490645,30368.2631244189,30658.5344563722,30719.405417469,30152.1619246021,30974.7477261317,31537.2423841956,31117.6299132391,24791.6704945106,29114.0597726386,32186.4575039237,33009.645615121,33968.2032187918,
Bosnia and Herzegovina,BIH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.443970389452,715.900064392785,705.206671025908,748.150021097699,871.398491492583,1013.22444955595,1498.00593266831,1974.05742700092,2262.0326315401,2452.85188366768,2567.34136989735,2617.18230350812,2743.13878615838,2855.68314939849,3063.83543448936,3217.81341615345,3419.75887457192,3665.08966529499,3929.03297717336,3877.53540078456,3981.20985692032,4094.25329541877,4139.91732773657,4306.73175072214,4412.67617817734,4662.25869219448,4876.53471495633,5099.81602856447,5360.25201017633,5583.29721276458,5490.75366635139,5995.54197590494,6327.16206849174,6493.32400514463,6730.26828824205,
Belarus,BLR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2888.81296582486,2852.83085924888,2573.29955103215,2372.48516910385,2097.38187007503,1885.36062660186,1944.68700512976,2175.40374180154,2368.78330877851,2460.36944195798,2615.36376799462,2753.0336970697,2910.39937484153,3137.26261430575,3520.40452642524,3877.71738911289,4291.68647163264,4682.20676719042,5177.64534775676,5200.77418555423,5616.0941173307,5941.68999156239,6052.6373706236,6115.43288098707,6212.91667418659,5967.05595058777,5811.20159182547,5964.89668834561,6165.91320019277,6267.73508743505,6251.98898968645,6457.73053706343,6206.61909685419,6497.78450683592,6792.13183495565,
Belize,BLZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1556.52812493767,1592.32816408951,1628.32371642474,1662.93876848162,1696.26336170539,1727.66189869359,1755.8870613618,1786.43037420541,1860.50602649634,1900.39366825897,1947.28337120936,1990.27838004651,2160.73117303141,2244.52416379583,2514.28245942935,2560.62896763855,2507.60067754992,2615.71835693721,2765.39333253554,2911.04475865766,3187.40426576851,3142.84461313484,3062.06719907974,2924.44059348213,2912.4123618248,2874.33886277887,2937.64707960299,3180.92991680315,3415.7025806129,3775.4795508791,4112.59517532713,4499.57971281862,4967.92710478843,5166.82867390165,5056.95201193832,4967.96153818049,4875.65675023061,4915.3403407039,4931.45499103616,5213.5662826521,5663.64632374973,5764.99055491104,5895.15235037898,6274.47428279313,6383.07432412662,6337.12389222378,6435.58767337678,6465.82885846045,6187.95885023655,5997.68447156383,5937.75398343789,5802.24344531492,5902.74234696881,6013.07879895362,6116.49578852783,6154.62264230369,6012.21296983668,5767.61921963762,5707.61059954436,5864.14611827109,5006.48453276935,5839.40157956017,6262.56088273674,6165.69414825936,6290.49294452749,
Bermuda,BMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,39906.0219422945,40887.2553277031,41637.3631417601,41060.9761296957,44570.9985986152,45658.5944548796,51062.4081514285,56696.1527093867,56867.5774623567,57787.6562270768,60471.255277804,61975.665563665,62864.8733493888,63625.2779332653,64050.3241864199,66372.4924551379,72195.1610959722,76292.2393841989,77242.7029002796,78775.0614273019,84785.7462251032,86283.5987978388,81137.1319313892,82177.8355724679,81986.7194401669,79797.3827166062,84596.3528723121,87182.1874028497,90024.0922838766,89743.0558156557,89089.7346423608,85311.0494288592,84642.6084927299,86582.8344997142,86545.7823557807,89849.1250139813,91743.2962338679,95383.0225110365,98347.9089816051,100867.914579743,109502.763102809,116809.925253071,114574.433608566,118018.831592635,120432.12052555,122143.799577518,128662.931924261,132595.482654866,129525.177139097,121727.584908744,118382.908990645,113937.835700983,108040.575659203,107860.394791964,103941.982606956,104855.366822135,104190.876720334,107734.608357327,106843.163739391,106709.881238843,98999.5076617935,103134.729483915,109642.671877743,115124.71719745,122117.603586776,
Bolivia,BOL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1276.9657715815,1277.28494593155,1321.00916232303,1381.64409711371,1406.29044577179,1444.22712416391,1514.70697846773,1575.49636082554,1672.33210619321,1708.50359447714,1758.01016293026,1805.97392277793,1906.55558458659,1971.13272217132,1983.71650337589,2081.06944161944,2127.83294822409,2182.6753695677,2176.90982825676,2130.75447610935,2054.79726876086,2015.24576085901,1894.05947259826,1778.78743463265,1737.68727843476,1672.78978169913,1595.835034234,1601.01834701117,1613.04847142773,1639.11334007933,1679.40847934245,1731.3951418014,1724.36334508877,1762.66830888368,1809.57065085888,1858.78185183799,1904.28702147603,1962.8640425071,2025.50334651632,1998.94534010592,2014.19024658446,2013.84581083123,2029.66993638623,2050.07133411879,2099.990810637,2156.18670325307,2221.42722587103,2283.4273357151,2383.2503257823,2422.57579390007,2481.40700850945,2568.5205166368,2657.23884915853,2793.51457098676,2900.90241586338,2996.01289811344,3077.57057564766,3160.16421228968,3204.53670819124,3207.3869521223,2765.0927177231,3011.55110807557,3088.24126155241,3122.77049447823,3045.61476602385,
